,Unnamed: 0,QId,QPostTypeId,QAcceptedAnswerId,QOwnerUserId,QAnswerCount,QCommentCount,QFavoriteCount,QCommunityOwnedDate,QCreationDate,QScore,QViewCount,QTitle,QBody,QTags,QStackTrace,Webpack,React,Express,Vue,Jest,Moment,Lodash
17686,17686,48632763,1,48725900,7325882,2.0,2.0,0.0,0.0,2018-02-05T22:49:11.663,0.0,497.0,Cannot find module 'lodash/_overRest',"<p>I have tried deleting the node_modules folder and downloading it again through npm command but nothing works.</p>

<p>I'm getting:</p>

<blockquote>
  <p>Cannot find module 'lodash/_overRest'</p>
</blockquote>

<p>I am using npm ver 5.2 and have uploaded the screenshots of the errors and json file</p>

<p><img src=""https://i.stack.imgur.com/oFq5f.png"" alt=""Screenshot of error"">
<img src=""https://i.stack.imgur.com/LpCsV.png"" alt=""screenshot of package.json ""></p>

<pre class=""lang-js prettyprint-override""><code>const _ = require('lodash');
const express = require('express');
const bodyParser = require('body-parser');
const {
  ObjectID
} = require('mongodb');

var {
  mongoose
} = require('./db/mongoose');
var {
  Todo
} = require('./models/todo');
var {
  User
} = require('./models/user');

var app = express();

app.use(bodyParser.json());

app.post('/todos', (req, res) =&gt; {
  var todo = new Todo({
    text: req.body.text
  });

  todo.save().then((doc) =&gt; {
    res.send(doc);
  }, (e) =&gt; {
    res.status(400).send(e);
  });
});

app.get('/todos', (req, res) =&gt; {
  Todo.find().then((todos) =&gt; {
    res.send({
      todos
    });
  }, (e) =&gt; {
    res.status(400).send(e);
  });
});

app.get('/todos/:id', (req, res) =&gt; {
  var id = req.params.id;

  if (!ObjectID.isValid(id)) {
    return res.status(404).send();
  }

  Todo.findById(id).then((todo) =&gt; {
    if (!todo) {
      return res.status(404).send();
    }

    res.send({
      todo
    });
  }).catch((e) =&gt; {
    res.status(400).send();
  });
});

app.delete('/todos/:id', (req, res) =&gt; {
  var id = req.params.id;

  if (!ObjectID.isValid(id)) {
    return res.status(404).send();
  }

  Todo.findByIdAndRemove(id).then((todo) =&gt; {
    if (!todo) {
      return res.status(404).send();
    }

    res.send({
      todo
    });
  }).catch((e) =&gt; {
    res.status(400).send();
  });
});

app.patch('/todos/:id', (req, res) =&gt; {
  var id = req.params.id;
  var body = _.pick(req.body, ['text', 'completed']);

  if (!ObjectID.isValid(id)) {
    return res.status(404).send();
  }

  if (_.isBoolean(body.completed) &amp;&amp; body.completed) {
    body.completedAt = new Date().getTime();
  } else {
    body.completed = false;
    body.completedAt = null;
  }

  Todo.findByIdAndUpdate(id, {
    $set: body
  }, {
    new: true
  }).then((todo) =&gt; {
    if (!todo) {
      return res.status(404).send();
    }

    res.send({
      todo
    });
  }).catch((e) =&gt; {
    res.status(400).send();
  })
});

app.listen(port, () =&gt; {
  console.log(`Started up at port ${port}`);
});

module.exports = {
  app
};
</code></pre>
",<npm><lodash>,0.0,0,0,0,0,0,0,1
18220,18220,49144272,1,0,931247,0.0,5.0,0.0,0.0,2018-03-07T04:42:00.393,0.0,1843.0,Cannot find lodash.js,"<p>I get this error in my browser console:</p>

<blockquote>
  <p>app.js:26089 Uncaught Error: Module build failed: Error: ENOENT: no
  such file or directory, open
  '/Users/me/code/laravel/myproject/node_modules/lodash/lodash.js'</p>
</blockquote>

<p>It can't find lodash.js while the file exists:</p>

<pre><code>me@macbook:~$ ls -l /Users/me/code/laravel/myproject/node_modules/lodash/lodash.js
-rw-r--r--  1 me  staff   527K Feb  4 08:30 /Users/me/code/laravel/myproject/node_modules/lodash/lodash.js
</code></pre>

<p>How should I fix this issue ?</p>
",<laravel><npm><vue.js><lodash>,0.0,0,0,0,1,0,0,1
19625,19625,50466582,1,0,676490,1.0,0.0,0.0,0.0,2018-05-22T11:29:59.463,1.0,1106.0,NPM: How to update lodash when depends of jshint,"<p>I have passed an audit in npm and I've got this:</p>

<p><a href=""https://i.stack.imgur.com/ZueZ6.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/ZueZ6.png"" alt=""enter image description here""></a></p>

<p>So, I'm trying to update lodash package but I don't know how can I do it. I have tried to do it with npm -i --save lodash, but this is not correct, because it's create another package with the latest version and not substitute the actual package which has ... version to the actual version. My actual version of lodash is 3.7.0 and I wanto to update to 4.17.5.</p>

<p><a href=""https://i.stack.imgur.com/YPBGO.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/YPBGO.png"" alt=""enter image description here""></a></p>

<p>How can I do it?</p>
",<javascript><npm><lodash>,0.0,0,0,0,0,0,0,1
19769,19769,50590664,1,0,676490,0.0,1.0,0.0,0.0,2018-05-29T18:23:51.097,3.0,728.0,NPM: How can update a module which is a dependency of another module,"<p>I need to update lodash to a 4.17.5 or later version. This module is a dependency of jshint module like you can see in the next pic:</p>

<p><a href=""https://i.stack.imgur.com/BNrTf.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/BNrTf.png"" alt=""enter image description here""></a></p>

<p>How can I update lodash from 3.7.0 version to 4.17.5 or later version? </p>
",<npm><lodash><npm-install><jshint>,0.0,0,0,0,0,0,0,1
20301,20301,51049642,1,51050897,9320086,1.0,2.0,0.0,0.0,2018-06-26T18:49:26.270,-2.0,59.0,Combine two JSON objects into one based on keys and retain values,"<p>I had the following 2 json objects denoting some data as follows: </p>

<pre><code>passObject = 
{
  'Topic One' : 4, 'Topic Two' : 10, 'Topic Three' : 1, 'Topic Four' : 1 
}

failObject = 
{
  'Topic Two' : 3, 'Topic One' : 1 
}
</code></pre>

<p>I needed to combine the two objects into one to produce the result: </p>

<pre><code>resultObject = {
 'topics': [
         { 'Topic One' : { 'pass' : 4, 'fail': 1 } },
         { 'Topic Two' : { 'pass' : 10, 'fail': 3 } },
         { 'Topic Three' : { 'pass' : 1, 'fail': 0 } },
         { 'Topic Four' : { 'pass' : 1, 'fail': 0 } }  
     ]
}
</code></pre>

<p>I have looked into 'lodash' functions but have not been able to find the necessary functionality. Would someone be able to suggest a way of how it can be done most efficiently ? </p>
",<javascript><npm><lodash>,0.0,0,0,0,0,0,0,1
21004,21004,51699564,1,56473535,9816472,2.0,4.0,0.0,0.0,2018-08-06T01:32:50.473,29.0,65814.0,How to fix npm audit fix issues?,"<pre class=""lang-none prettyprint-override""><code>┌───────────────┬──────────────────────────────────────────────────────────────┐
│ Low           │ Prototype Pollution                                          │
├───────────────┼──────────────────────────────────────────────────────────────┤
│ Package       │ lodash                                                       │
├───────────────┼──────────────────────────────────────────────────────────────┤
│ Patched in    │ &gt;=4.17.5                                                     │
├───────────────┼──────────────────────────────────────────────────────────────┤
│ Dependency of │ react-native-cached-image                                    │
├───────────────┼──────────────────────────────────────────────────────────────┤
│ Path          │ react-native-cached-image &gt; lodash                           │
├───────────────┼──────────────────────────────────────────────────────────────┤
│ More info     │ https://npmjs.com/advisories/577                             │
└───────────────┴──────────────────────────────────────────────────────────────┘
found 11 vulnerabilities (2 low, 8 moderate, 1 high) in 26316 scanned packages
  11 vulnerabilities require manual review. See the full report for details.
</code></pre>

<p>This shows up when I try to <code>npm install</code>, and all of them required manual review. I've tried to visit <a href=""https://www.npmjs.com/advisories/577"" rel=""noreferrer"">this</a> to check for more info and apparently it's because my <code>lodash</code> is of version <code>4.17.4</code>. So I've then run <code>npm install --save lodash@4.17.5</code> and checked my <code>package.json</code> to make sure it's reflecting correctly. </p>

<p>However, it seems the vulnerabilities is still there. Wondering if I fix it the wrong way?</p>

<p>As per requested, the body of package.json</p>

<pre><code>""dependencies"": {
   ""lodash"": ""^4.17.5"",
}
</code></pre>
",<reactjs><react-native><npm><lodash>,0.0,0,1,0,0,0,0,1
21391,21391,52081295,1,52081757,1069871,1.0,0.0,0.0,0.0,2018-08-29T15:35:51.800,3.0,732.0,How do I install lodash v3 Typescript typings,"<p>Unfortunately I cannot upgrade to lodash 4 right now. So, I'm trying to use the v3 typings provided in  <a href=""https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/lodash"" rel=""nofollow noreferrer"">https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/lodash</a> , which has a v3 folder with lodash 3 typings. However, when I do <code>npm install @types/lodash --save-dev</code> the v3 folder is not there. All I see is the <code>common</code> and 'fp' folder.</p>
",<typescript><lodash><npm-install><typescript-typings><definitelytyped>,0.0,0,0,0,0,0,0,1
21468,21468,52128454,1,54757276,7180331,1.0,4.0,0.0,0.0,2018-09-01T13:14:55.930,3.0,3510.0,npm audit fix not fixing low vulnerability,"<p>I am using <code>nightmare</code> for testing.After running npm audit I get a warning about lodash Prototype pollution.I tried to fix this by running <code>npm audit fix</code> but no result.After that I tried using <code>--force</code> but still get :</p>

<pre><code>fixed 0 of 1 vulnerability in 2108 scanned packages
  1 vulnerability required manual review and could not be updated
</code></pre>

<p>Any ideas how can I fix it?</p>

<p>Here is a screenshot:
<a href=""https://i.stack.imgur.com/qvkj4.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/qvkj4.png"" alt=""enter image description here""></a></p>
",<npm><lodash><nightmare><npm-audit>,0.0,0,0,0,0,0,0,1
22075,21752,52356770,1,0,9141338,1.0,4.0,0.0,0.0,2018-09-16T17:38:50.170,-1.0,111.0,npm run build throws code ELIFECYCLE after installing all dependencies for lodash,"<p>I have been trying to run the lodash library on my system.Here is the link to the library .<a href=""https://github.com/lodash/lodash"" rel=""nofollow noreferrer"">link to lodash github</a></p>

<p>. I forked the repo and then cloned it on my system .I ran npm install ad installed all the dependencies in the package.json by running npm install and it worked fine .After that i tried npm run build as shown on github page and I am getting this error .</p>

<pre><code>module.js:549
    throw err;
    ^

Error: Cannot find module '/home/satya/lodash/lib/main/build-dist.js'
    at Function.Module._resolveFilename (module.js:547:15)
    at Function.Module._load (module.js:474:25)
    at Function.Module.runMain (module.js:693:10)
    at startup (bootstrap_node.js:191:16)
    at bootstrap_node.js:612:3

npm ERR! code ELIFECYCLE
npm ERR! errno 1
npm ERR! lodash@4.17.4 build:main: `node lib/main/build-dist.js`
npm ERR! Exit status 1
npm ERR! 
npm ERR! Failed at the lodash@4.17.4 build:main script.
npm ERR! This is probably not a problem with npm. There is likely additional logging output above.
</code></pre>

<p>How do I resolve the above so that I can introduce console logs and start reading .</p>
",<javascript><npm><lodash>,1.0,0,0,0,0,0,0,1
22744,22421,53006991,1,0,10562688,1.0,4.0,0.0,0.0,2018-10-26T10:45:42.893,-6.0,11600.0,How to install Lodash,"<p>I'm new to lodash and i've have installed lodash as </p>

<pre><code>npm i --save lodash
</code></pre>

<p>and im calling it in my index.js file as </p>

<pre><code>import _ from 'lodash';
</code></pre>

<p>However this is not working and its displaying the error on console as </p>

<blockquote>
  <p>index.js:1 Uncaught SyntaxError: Unexpected identifier '_'</p>
</blockquote>

<p>Im not using node.js</p>
",<javascript><npm><ecmascript-6><lodash>,0.0,0,0,0,0,0,0,1
23754,23431,53986470,1,53986471,4706711,1.0,0.0,0.0,0.0,2018-12-31T10:40:25.617,1.0,116.0,"Using only some specific functions from lodash, but installing as a whole seems a huge chunk of depedencies","<p>In my project I have installed underscore.js but I noticed that I need the Lodash's <code>fill</code> function but installing lodash as well seems a big chunk of dependencies in my project, depedencies that offer similar functionality, thus making it a waste of time migrating from underscore to lodash, or using both libraries.</p>
<p>So how I can have only some specific functionalities from lodash whilst using the underscore.js?</p>
",<javascript><npm><underscore.js><lodash>,0.0,0,0,0,0,0,0,1
24233,23910,54406565,1,0,10942034,1.0,0.0,0.0,0.0,2019-01-28T16:42:28.873,0.0,1199.0,Invalid channel name - What could be causing this?,"<p>I am working on a site that will have a chatbox on it, basically it has a bunch of channels for different languages as well a channel for moderators and a channel for announcements.</p>

<p>I am getting an error <code>[join] invalid channel name</code> and since i'm so new with coding/developing I thought i'd share my code in hopes someone here can tell me where I messed something up.</p>

<p><strong>CHAT.JS</strong></p>

<pre><code>var assert   =  require('assert');
var CBuffer  =  require('CBuffer');
var events   =  require('events');
var util     =  require('util');
var _        =  require('lodash');
var debug    =  require('debug')('app:chat');

var db       =  require('./database');
var lib      =  require('./lib');


//Mute users by ip/username and store muted users in the database

var CHAT_HISTORY_SIZE = 100;

var SPECIAL_CHANNELS = {
    all: {
        desc: 'Channel where all messages are broadcasted, read only',
        writable: false,
        modsOnly: false
    },

    moderators: {
        desc: 'Channel for moderators only, they are joinedds',
        writable: true,
        modsOnly: true
    }

    //This is the behaviour for all the other channels:
    //defaultProps: {
    //    desc: '',
    //    writable: true,
    //    modsOnly: false
    //}
};

// There is a mods channel for every channel
// The mods are joined to a channel called mod:channelName

function Chat(io) {
    var self = this;

    self.io = io;

    // Number of connected clients
    self.clientCount = 0;

    /*
     Collection of muted users.
     key:   Username
     value: Object with the following fields
     time:       Date object when the user was muted
     moderator:  The username of the moderator that muted the user
     timespec:   Initial (nominal diff) time the user has been muted
     end:        Until when the user is muted
     shadow:     If the mute is a shadow mute
     */
    self.muted = {};

    io.on('connection', onConnection);

    function onConnection(socket) {  //socket.user is attached on the login middleware
        debug('socket connection event received');

        //Attach disconnect handler
        socket.on('disconnect', function() {
            --self.clientCount;
            console.log('Client disconnect, left: ', self.clientCount);
            debug('client disconnect');
        });

        //Join to a Room
        socket.on('join', function(channelName) {
            debug('join event received from user %s', socket.user ? socket.user.username : '~guest~');
            self.join(socket, channelName);
        });

        //Register the message event
        socket.on('say', function(message, isBot, customChannelName) {
            self.onSay(socket, message, isBot, customChannelName);
        });

        ++self.clientCount;
        console.log('Client joined: ', self.clientCount, ' - ', socket.user ? socket.user.username : '~guest~'); //TODO: Add ip address
    }

    events.EventEmitter.call(self); //Call event emitter 'constructor' function
}

util.inherits(Chat, events.EventEmitter);

Chat.prototype.join = function(socket, channelName) {
    var self = this;

    var moderator = socket.user &amp;&amp; socket.user.moderator;

    //Check channelName variable and avoid users to join the mods channel
    **if(isChannelNameInvalid(channelName) || isChannelNameModsOnly(channelName))
        return sendError(socket, '[join] Invalid channel name');**

    //Check if the channel is moderators only
    if(SPECIAL_CHANNELS.hasOwnProperty(channelName))
        if(SPECIAL_CHANNELS[channelName].modsOnly &amp;&amp; !moderator)
            return sendError(socket, '[join] This channel is moderators only');

    //Check if the user was joined to another room before, if it was leave that room
    if(socket.currentChannel)
        socket.leave(socket.currentChannel);

    //If mod leave the mods channel for this channel
    if(socket.modCurrentChannel)
        socket.leave(socket.modCurrentChannel);

    //Save the name of the current room in the socket, this can also be used to check if the user is joined into a channel
    socket.currentChannel = channelName;

    //Get user history of a room and send it to the user
    self.getHistory(channelName, function(err, history) {

        //If we couldn't reach the history send an empty history to the user
        if(err) {
            history = [];
        }

        var res = {
            history: history,
            username: socket.user ? socket.user.username : null,
            channel: channelName,
            moderator: moderator
        };

        //Actually join the socket.io room
        socket.join(channelName);

        //If the user is mod and is not on the mods channel join him to the channel mod:channelName
        if(moderator &amp;&amp; channelName !== 'moderators') {
            var chan = 'mod:'+channelName;
            socket.join(chan);
            socket.modCurrentChannel = chan;
        }

        //Return join info to the user
        socket.emit('join', res);
    });

};

Chat.prototype.onSay = function(socket, message, isBot, customChannelName) {
    if (!socket.user)
        return sendError(socket, '[say] you must be logged in to chat');

    if (!socket.currentChannel)
        return sendError(socket, '[say] you must be joined before you can chat');

    //Check if the message is for a custom channel
    var channelName;
    if(customChannelName)
        if(isChannelNameInvalid(customChannelName))
            return sendError(socket, '[say] invalid channel name');
        else
            channelName = customChannelName;
    else
        channelName = socket.currentChannel;

    //Check if the message is for a non writable channel ('all')
    if(SPECIAL_CHANNELS.hasOwnProperty(channelName) &amp;&amp; !SPECIAL_CHANNELS[channelName].writable)
        return sendErrorChat(socket, 'The all channel is read only');

    //Message validation
    message = message.trim();

    if (typeof message !== 'string')
        return sendError(socket, '[say] no message');

    if (message.length == 0 || message.length &gt; 500)
        return sendError(socket, '[say] invalid message size');

    var cmdReg = /^\/([a-zA-z]*)\s*(.*)$/;
    var cmdMatch = message.match(cmdReg);

    if (cmdMatch) //If the message is a command try to execute it
        this.doChatCommand(socket.user, cmdMatch, channelName, socket);
    else //If not broadcast the message
        this.say(socket, socket.user, message, channelName, isBot);

};

Chat.prototype.doChatCommand = function(user, cmdMatch, channelName, socket) {
    var self = this;

    var cmd  = cmdMatch[1];
    var rest = cmdMatch[2];

    switch (cmd) {
        case 'shutdown':
            return sendErrorChat(socket, '[shutdown] deprecated feature boss');
        case 'mute':
        case 'shadowmute':
            if (user.moderator) {
                var muteReg = /^\s*([a-zA-Z0-9_\-]+)\s*([1-9]\d*[dhms])?\s*$/;
                var muteMatch = rest.match(muteReg);

                if (!muteMatch)
                    return sendErrorChat(socket, 'Usage: /mute &lt;user&gt; [time]');

                var username = muteMatch[1];
                var timespec = muteMatch[2] ? muteMatch[2] : ""30m"";
                var shadow   = cmd === 'shadowmute';

                self.mute(shadow, user, username, timespec, channelName,
                    function (err) {
                        if (err)
                            return sendErrorChat(socket, err);
                    });
            } else {
                return sendErrorChat(socket, '[mute] Not a moderator.');
            }
            break;
        case 'unmute':
            if (user.moderator) {
                var unmuteReg = /^\s*([a-zA-Z0-9_\-]+)\s*$/;
                var unmuteMatch = rest.match(unmuteReg);

                if (!unmuteMatch)
                    return sendErrorChat(socket, 'Usage: /unmute &lt;user&gt;');

                var username = unmuteMatch[1];
                self.unmute(
                    user, username, channelName,
                    function (err) {
                        if (err) return sendErrorChat(socket, err);
                    });
            }
            break;
        default:
            sendErrorChat(socket, 'Unknown command ' + cmd);
            break;
    }
};

Chat.prototype.getHistory = function (channelName, callback) {
    if(channelName === 'all')
        db.getAllChatTable(CHAT_HISTORY_SIZE, fn);
    else
        db.getChatTable(CHAT_HISTORY_SIZE, channelName, fn);

    function fn (err, history) {
        if(err) {
            console.error('[INTERNAL_ERROR] got error ', err, ' loading chat table');
            return callback(err);
        }

        callback(null, history);
    }
};

Chat.prototype.say = function(socket, user, message, channelName, isBot) {
    var self = this;

    var date = new Date();

    isBot = !!isBot;

    var msg = {
        date:      date,
        type:      'say',
        username:  user.username,
        role:      user.userclass,
        message:   message,
        bot:       isBot,
        channelName: channelName
    };

    //Check if the user is muted
    if (lib.hasOwnProperty(self.muted, user.username)) {
        var muted = self.muted[user.username];
        if (muted.end &lt; date) {
            // User has been muted before, but enough time has passed.
            delete self.muted[user.username];
        } else if (muted.shadow) {
            // User is shadow muted. Echo the message back to the
            // user but don't broadcast.
            self.sendMessageToUser(socket, msg);
            return;
        } else {
            self.sendMessageToUser(socket, {
                date:      date,
                type:      'info',
                username:  user.username,
                role:      user.userclass,
                message:   'You\'re muted. ' + lib.printTimeString(muted.end - date) + ' remaining',
                bot:       false,
                channelName: channelName
            });
            return;
        }
    }

    self.sendMessageToChannel(channelName, msg, user.id);
};

/** Send a message to the user of this socket **/
Chat.prototype.sendMessageToUser = function(socket, msg) {
    socket.emit('msg', msg);
};

/** Send a message to a channel and to the all channel and store it in the database **/
Chat.prototype.sendMessageToChannel = function(channelName, msg, userID) {
    console.assert(msg.hasOwnProperty('bot') &amp;&amp; msg.date, msg.hasOwnProperty('message') &amp;&amp; msg.type);
    this.io.to(channelName).emit('msg', msg);
    this.io.to('all').emit('msg', msg);
    this.saveChatMessage(userID, msg.message, channelName, msg.bot, msg.date);
};

Chat.prototype.saveChatMessage = function(userId, message, channelName, isBot, date) {
    db.addChatMessage(userId, date, message, channelName, isBot, function(err) {
       if(err)
        console.error('[INTERNAL_ERROR] got error ', err, ' saving chat message of user id ', userId);
    });
};

Chat.prototype.mute = function(shadow, moderatorUser, username, time, channelName, callback) {
    var self = this;
    var now = new Date();
    var ms  = lib.parseTimeString(time);
    var end = new Date(Date.now() + ms);

    // Query the db to make sure that the username exists.
    db.getUserByName(username, function(err, userInfo) {

        if (err) {
            if(typeof err === 'string') //USERNAME_DOES_NOT_EXIST
                callback(err);
            else
                console.error('[INTERNAL_ERROR] got error ', err, ' muting user ', userInfo.username);
            return;
        }
        assert(userInfo);

        // Overriding previous mutes.
        self.muted[userInfo.username] = {
            date:        now,
            moderator:   moderatorUser.username,
            timespec:    time,
            end:         end,
            shadow:      shadow
        };

        var msg = {
            date:        now,
            type:        'mute',
            message: null,
            moderator:   moderatorUser.username,
            username:    userInfo.username,
            timespec:    time,
            shadow:      shadow,
            bot: false
        };

        //If mute shadow inform only mods about it
        if (shadow) {
            self.io.to('moderators').emit('msg', msg);
            self.io.to('mod:'+channelName).emit('msg', msg);
        //If regular mute send mute message to the channel
        } else {
            self.io.to(channelName).emit('msg', msg);
            self.io.to('moderators').emit('msg', msg);
        }

        callback(null);
    });
};

Chat.prototype.unmute = function(moderatorUser, username, channelName, callback) {
    var self = this;
    var now = new Date();

    if (!lib.hasOwnProperty(self.muted, username))
        return callback('USER_NOT_MUTED');

    var shadow = self.muted[username].shadow;
    delete self.muted[username];

    var msg = {
        date:      now,
        type:      'unmute',
        message: null,
        moderator: moderatorUser.username,
        username:  username,
        shadow:    shadow,
        bot: false
    };

    //If mute shadow inform only mods about it
    if (shadow) {
        self.io.to('moderators').emit('msg', msg);
        self.io.to('mod:'+channelName).emit('msg', msg);
        //If regular mute send mute message to the channel
    } else {
        self.io.to(channelName).emit('msg', msg);
        self.io.to('moderators').emit('msg', msg);
    }

    callback(null);
};

//Send an error to the chat to a client's socket
function sendErrorChat(socket, message) {
    socket.emit('msg', {
        date: new Date(),
        type: 'error',
        message: message
    });
}

//Send an error event to a client's socket
function sendError(socket, description) {
    console.warn('Chat client error ', description);
    socket.emit('err', description);
}

function isChannelNameInvalid(channelName) {
    return (typeof channelName !== 'string' || channelName.length &lt; 1 || channelName.length &gt; 100);
}

function isChannelNameModsOnly(channelName) {
    return /^mod:/.test(channelName);
}

module.exports = Chat;
</code></pre>
",<node.js><debugging><npm><lodash><npm-start>,0.0,0,0,0,0,0,0,1
26094,25771,56150065,1,0,10804366,1.0,0.0,0.0,0.0,2019-05-15T13:02:57.357,3.0,4519.0,How to update the dependency of one package which is in package-lock.json,"<p>We want to update the lodash version to 4.17.11 but it is dependency of grunt-angular-translate . grunt-angular-translate is in package.json . If i am updating the grunt-angular-translate to 0.3.0 it is not updating the lodash to version 4.7.11 .How can we update the dependency which is in package-lock.json.</p>

<p>package.json:</p>

<pre><code>""devDependencies"": {
    ""grunt"": ""^1.0.3"",
    ""grunt-angular-translate"": ""^1.0.0"",
    ""grunt-bump"": ""^0.8.0"",
</code></pre>

<p>package-lock.json:</p>

<pre><code>""grunt-angular-translate"": {
      ""version"": ""0.3.0"",
      ""resolved"": ""https://registry.npmjs.org/grunt-angular-translate/-/grunt-angular-translate-0.3.0.tgz"",
      ""integrity"": ""sha1-vQEYr6JNj1cCMf2NUtgp2AjFEbM="",
      ""dev"": true,
      ""requires"": {
        ""flat"": ""^1.2.0"",
        ""json-stable-stringify"": ""^1.0.0"",
        ""lodash"": ""~2.4.1""
      },
      ""dependencies"": {
        ""lodash"": {
          ""version"": ""2.4.2"",
          ""resolved"": ""https://registry.npmjs.org/lodash/-/lodash-2.4.2.tgz"",
          ""integrity"": ""sha1-+t2DS5aDBz2hebPq5tnA0VBT9z4="",
          ""dev"": true
        }
      }
    },
</code></pre>
",<npm><lodash><npm-install>,0.0,0,0,0,0,0,0,1
26202,25879,56276106,1,56276212,10385263,2.0,15.0,0.0,0.0,2019-05-23T13:15:08.757,3.0,9062.0,Lodash.uniqueId always returns 1,"<p>Try to use <a href=""https://lodash.com/docs/4.17.11#uniqueId"" rel=""nofollow noreferrer"">lodash</a> (version 4.17.11)</p>

<p><code>_.uniqueId()</code> always returns <strong><em>1</em></strong> instead of random 3-digits number. </p>

<p>Also <code>_.uniqueId('prefix')</code> always returns <strong><em>prefix1</em></strong>.</p>

<p>Is it a problem?</p>
",<javascript><npm><lodash>,0.0,0,0,0,0,0,0,1
26711,26388,56745489,1,56746095,458425,3.0,2.0,0.0,0.0,2019-06-25T00:46:52.613,0.0,3568.0,import {fn1} from 'lib' vs import fn1 from 'lib',"<p>I am importing a few functions from lodash and my coworker tells me that it's better to import each function separately than to import them as a group.</p>

<p>Current method:</p>

<pre><code>import {fn1, fn2, fn3} from 'lodash';
</code></pre>

<p>Preferred method:</p>

<pre><code>import fn1 from 'lodash/fn1';
import fn2 from 'lodash/fn2';
import fn3 from 'lodash/fn3';
</code></pre>

<p>Her reasoning is that latter imports less code, as it won't import the entire lodash library.</p>

<p>Is that the case?</p>
",<javascript><npm><webpack><lodash>,0.0,1,0,0,0,0,0,1
26833,26510,56856280,1,56856624,344669,1.0,0.0,0.0,0.0,2019-07-02T16:01:13.700,0.0,2505.0,npm ERR! notarget No matching version found for lodash@4.17.12-pre,"<p>I see `lodash 4.17.12-pre is released. but npm not able to download this package, its giving no matching version error message.</p>

<p><a href=""https://github.com/lodash/lodash/releases"" rel=""nofollow noreferrer"">https://github.com/lodash/lodash/releases</a></p>

<p>How to download this version of package?</p>

<pre><code>npm view lodash

{ name: 'lodash',
  description: 'Lodash modular utilities.',
  'dist-tags': { latest: '4.17.11' },
</code></pre>

<p>Thanks</p>

<p>SR</p>
",<node.js><npm><lodash>,0.0,0,0,0,0,0,0,1
26840,26517,56867099,1,56867264,10856873,2.0,0.0,0.0,0.0,2019-07-03T09:34:09.457,4.0,8024.0,How to fix Seriate and Lodash vulnerabilities,"<p>For my project I have one package used, Seriate. </p>

<p><code>npm install seriate</code> </p>

<p>However running this gives the following result:</p>

<blockquote>
  <p>found 17 vulnerabilities (9 low, 1 moderate, 7 high)</p>
</blockquote>

<p>I ran <code>npm audit</code> and <code>npm audit fix</code> yet nothing. I have also looked into the dependencies, Lodash seems to have a security issue (supposedly fixed at 4.17.11).</p>

<p>How can I fix these? I have tried to update lodash like so: <code>npm install lodash@4.17.11</code> however that didn't work either. </p>

<p>Also is this something to worry about, it runs from a local server which is secure in itself?</p>

<p>thanks for any help </p>
",<node.js><npm><lodash>,0.0,0,0,0,0,0,0,1
27595,27136,57477490,1,57477582,11922204,1.0,2.0,0.0,0.0,2019-08-13T12:11:48.023,-1.0,889.0,"Why are all Lodash functions unavailable on my project? (""not a function"" Error)","<p>I just installed lodash and tried to use its <code>_.lowerCase</code> function. It did not work as I got <em>“TypeError: <code>_.lowerCase</code> is not a function”</em>. I reinstalled lodash and tried again with no result. I tried the <code>_.kebabCase</code> function as well and it did not work either (got the same error). I read some older posts and did not find a clear solution. Does anybody know what’s the matter with this error?</p>

<p>Here is the part where the error is pointing at (<code>_.kebabCase</code> line):</p>

<pre><code>app.get(""/posts/:content"", function(req, res){ 
  let postName = _.kebabCase(req.params.content);
  var checker = false;

  for(let i = 0; i &lt; postArray.length; i++){
    let currentTitle = _.kebabCase(postArray[i].title);

    if(currentTitle == postName){
      checker = true;
      break;
    }
  }
</code></pre>

<p>Here is the Error message I get:</p>

<p><a href=""https://i.stack.imgur.com/Deu7Y.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/Deu7Y.png"" alt=""TypeError: _.kebabCase is not a function""></a></p>
",<javascript><node.js><npm><lodash>,0.0,0,0,0,0,0,0,1
28143,27684,58010084,1,0,106979,2.0,0.0,0.0,0.0,2019-09-19T11:33:44.343,2.0,884.0,how to deal with bloated lodash npm package size?,"<p>I have been absent from nodejs development for a few years, and to my surprise when I did</p>

<pre><code>$ npm install lodash
</code></pre>

<p>the size of my <code>node_modules</code> grew by 4.8MiB</p>

<p>how come a library that judging by its source line count should be around 260KiB takes so much space?</p>

<p>I am deploying my code as an AWS Lambda, and the ability to edit and debug in the console is lost due the increased size of my distribution file (partly because of this).</p>

<p>What's the 2019 way to deal with this?</p>
",<node.js><npm><lodash><packaging>,0.0,0,0,0,0,0,0,1
