,Unnamed: 0,QId,QPostTypeId,QAcceptedAnswerId,QOwnerUserId,QAnswerCount,QCommentCount,QFavoriteCount,QCommunityOwnedDate,QCreationDate,QScore,QViewCount,QTitle,QBody,QTags,QStackTrace,Webpack,React,Express
16758,16758,47726561,1,0,4183216,2.0,2.0,0.0,0.0,2017-12-09T07:58:21.137,0.0,1939.0,How do I run a copied project in Node.js,"<p><a href=""https://github.com/gleitz/mahjong"" rel=""nofollow noreferrer"">https://github.com/gleitz/mahjong</a></p>

<p>I want to run this app on my windows,
the directions say:
-Install dependencies with npm update
-Start the application with node app.js</p>

<p>it's sound easy so I try myself.</p>

<p>1.Fist of all , I install node.js on it's official website (<a href=""https://nodejs.org/en/"" rel=""nofollow noreferrer"">https://nodejs.org/en/</a>)
I　download the 8.9.3 version.</p>

<p>after installing node.js
2.open the command line and go to the project path.</p>

<p>3.then I input the command npm update.
it works,and the node_modules folder is created.But there are some warn message
<a href=""https://i.stack.imgur.com/M8Y7W.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/M8Y7W.jpg"" alt=""warn message""></a></p>

<p>4.finally input the command node app.js... it's not work with many error message</p>

<p>following is wrong message</p>

<p><a href=""https://i.stack.imgur.com/K4YQ6.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/K4YQ6.jpg"" alt=""error message 1""></a>
<a href=""https://i.stack.imgur.com/WC1E5.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/WC1E5.jpg"" alt=""error message 2""></a></p>

<p>I wonder know how should I do.Is any thing I didn't installed?</p>

<p>Please help me.I really want to research this mahjong project.</p>
",<javascript><node.js><express><npm><npm-install>,0.0,0,0,1
16831,16831,47790475,1,0,2945031,1.0,0.0,0.0,0.0,2017-12-13T10:15:59.510,0.0,2048.0,Nodejs express error with 'sharp' module,"<p>Hi I got an error in nodejs like below,Please reply if anyone have solution for this</p>

<pre><code>Technical error has occured.
Error: Cannot find module 'sharp'
at Function.Module._resolveFilename (module.js:536:15)
at Function.Module._load (module.js:466:25)
at Module.require (module.js:579:17)
at require (internal/module.js:11:18)
at Object.&lt;anonymous&gt; (C:\wamp64\www\MyProject\app\helpers\ima
geUploadHelper.js:8:13)
at Module._compile (module.js:635:30)
at Object.Module._extensions..js (module.js:646:10)
at Module.load (module.js:554:32)
at tryModuleLoad (module.js:497:12)
at Function.Module._load (module.js:489:3)
at Module.require (module.js:579:17)
at require (internal/module.js:11:18)
at updateprofileImage (C:\wamp64\www\MyProject\controllers
\userController.js:421:29)
at &lt;anonymous&gt;
at process._tickCallback (internal/process/next_tick.js:188:7)
</code></pre>

<p>I thought this error was because of the sharp module and hence I executed 'npm install sharp' to add sharp module to my project. But then I got error like below</p>

<pre><code>sharp@0.18.4 install C:\wamp64\www\MyProject\node_modules\sharp
node-gyp rebuild


C:\wamp64\www\MyProject\node_modules\sharp&gt;if not defined npm_conf
ig_node_gyp (node ""C:\Program Files\nodejs\node_modules\npm\bin\node-gyp-
bin\\..
\..\node_modules\node-gyp\bin\node-gyp.js"" rebuild )  else (node """" rebuild 
)
Building the projects in this solution one at a time. To enable parallel 
build,
please add the ""/m"" switch.
C:\wamp64\www\MyProject\node_modules\sharp\build\libvips-cpp.vcxp
roj(20,3): error MSB4019: The imported project 
""C:\Microsoft.Cpp.Default.props""
was not found. Confirm that the path in the &lt;Import&gt; declaration is correct, 
and that the file exists on disk.
gyp ERR! build error
gyp ERR! stack Error: 
`C:\Windows\Microsoft.NET\Framework\v4.0.30319\msbuild.exe
` failed with exit code: 1
gyp ERR! stack     at ChildProcess.onExit (C:\Program 
Files\nodejs\node_modules\
npm\node_modules\node-gyp\lib\build.js:258:23)
gyp ERR! stack     at emitTwo (events.js:126:13)
gyp ERR! stack     at ChildProcess.emit (events.js:214:7)
gyp ERR! stack     at Process.ChildProcess._handle.onexit 
(internal/child_process.js:198:12)
gyp ERR! System Windows_NT 6.3.9600
gyp ERR! command ""C:\\Program Files\\nodejs\\node.exe"" ""C:\\Program 
Files\\nodejs\\node_modules\\npm\\node_modules\\node-gyp\\bin\\node-gyp.js"" 
""rebuild""
gyp ERR! cwd C:\wamp64\www\MyProject\node_modules\sharp
gyp ERR! node -v v8.9.1
gyp ERR! node-gyp -v v3.6.2
gyp ERR! not ok
npm WARN optional SKIPPING OPTIONAL DEPENDENCY: fsevents@1.1.3 
(node_modules\fsevents):
npm WARN notsup SKIPPING OPTIONAL DEPENDENCY: Unsupported platform for 
fsevents@1.1.3: wanted {""os"":""darwin"",""arch"":""any""} (current: 
{""os"":""win32"",""arch"":""x64""})

npm ERR! code ELIFECYCLE
npm ERR! errno 1
npm ERR! sharp@0.18.4 install: `node-gyp rebuild`
npm ERR! Exit status 1
npm ERR!
npm ERR! Failed at the sharp@0.18.4 install script.
npm ERR! This is probably not a problem with npm. There is likely additional 
logging output above.

npm ERR! A complete log of this run can be found in:
npm ERR!     C:\Users\roby.jacob\AppData\Roaming\npm-cache\_logs\2017-12-
13T09_59_04_884Z-debug.log
</code></pre>

<p>Please do reply if anyone have came across with the same situation and a have solution.</p>
",<node.js><express><npm>,1.0,0,0,1
16859,16859,47815353,1,0,5884060,1.0,2.0,0.0,0.0,2017-12-14T14:09:30.887,0.0,1434.0,unable to push to git repo | node package open error,"<p>I set up my project with the Express generator and everything was fine when creating the repository on GitHub and I was able to clone it to my desktop and generate the folder structure. When I did a lot of work on my app (Pug, node, express) I wanted to add all the files in my project with ""git add ."" and I get this error in my console: </p>

<pre><code> error: open(""node_modules/.bin/acorn""): Invaliid argument
 error: unable to index file node_modules/.bin/ac/acorn
 fatal: updating files failed
</code></pre>

<p>As I can't add the files I can't commit or push them either. </p>

<p>I'm running windows 10.</p>

<p>edit: If I try to move the files to a new file in windows explorer I get this error <a href=""https://snag.gy/T1dI3M.jpg"" rel=""nofollow noreferrer"">https://snag.gy/T1dI3M.jpg</a> so I guess it's something to do with the acorn package but I don't know if I can delete it.</p>
",<git><express><npm><express-generator>,0.0,0,0,1
17019,17019,47992072,1,48007338,1116341,1.0,1.0,0.0,0.0,2017-12-27T12:18:20.457,0.0,187.0,How to upload image using request npm module?,"<p>I am using request npm module.
I have a gateway which acts as the middle man, takes request from outside and forwards it to the concerned microservice.
For downloads, I have the following code.</p>

<pre><code>if (
    req.baseUrl.match('download') ||
    req.url.match('download')
) {
    request.get(url).pipe(res);
    return;
}
</code></pre>

<p>Now I have to <strong>upload image to a microservice</strong>, how do I do that, I am clueless.</p>
",<node.js><express><npm-request>,0.0,0,0,1
17040,17040,48013365,1,0,7942315,0.0,5.0,0.0,0.0,2017-12-28T19:37:23.587,0.0,209.0,How to use React Components without CDN and minified js on clients?,"<p>I am building an app with MERN(MongoDB, Express, React Nodejs) stacks and <a href=""https://github.com/axios/axios"" rel=""nofollow noreferrer"">axios</a>. On my client side, I use CDNs to load React and React-DOM, and I place a minified axios file in Express's public javascripts directory.</p>

<p>I want to use this <a href=""https://github.com/Hacker0x01/react-datepicker"" rel=""nofollow noreferrer"">datepicker</a> but it does not have a CDN or a minified file. I installed the datepicker by:</p>

<pre><code>npm install react-datepicker --save
</code></pre>

<p>but it loads it to my server right? How can I use it on my client side? I am confused.</p>
",<node.js><reactjs><express><npm>,0.0,0,0,1
17072,17072,48055789,1,48065244,9162329,2.0,9.0,0.0,0.0,2018-01-02T05:00:27.603,1.0,515.0,Error installing Express via nodejs,"<p>I'm trying to install express via nodeJS and the errors that I am getting tell me that I should rename my directories. I have already run npm init in my project folder so I assume the setup is correct. The exact command that I use is: <code>npm install express --save</code> and the npm-debug.log lists a bunch of statements prefaced with ""silly"" but the most significant ones (imo) are below:</p>

<pre><code>3242 verbose stack Error: EPERM: operation not permitted, rename 'C:\Users\Leungi5368\Documents\CS Education\Side Projects\TimeManagerElectron\TimeManagerElectron\node_modules\.staging\depd-c51a5acf' -&gt; 'C:\Users\Leungi5368\Documents\CS Education\Side Projects\TimeManagerElectron\TimeManagerElectron\node_modules\depd'
3242 verbose stack     at destStatted (C:\Program Files\nodejs\node_modules\npm\lib\install\action\finalize.js:25:7)
3242 verbose stack     at C:\Program Files\nodejs\node_modules\npm\node_modules\graceful-fs\polyfills.js:264:29
3242 verbose stack     at FSReqWrap.oncomplete (fs.js:123:15)
3242 verbose stack
3242 verbose stack Error: EPERM: operation not permitted, rename 'C:\Users\Leungi5368\Documents\CS Education\Side Projects\TimeManagerElectron\TimeManagerElectron\node_modules\.staging\depd-c51a5acf' -&gt; 'C:\Users\Leungi5368\Documents\CS Education\Side Projects\TimeManagerElectron\TimeManagerElectron\node_modules\depd'
3242 verbose stack     at Error (native)
3243 verbose cwd C:\Users\Leungi5368\Documents\CS Education\Side Projects\TimeManagerElectron\TimeManagerElectron
3244 error Windows_NT 10.0.16299
3245 error argv ""C:\\Program Files\\nodejs\\node.exe"" ""C:\\Program Files\\nodejs\\node_modules\\npm\\bin\\npm-cli.js"" ""install"" ""express"" ""--save""
3246 error node v6.11.2
3247 error npm  v3.10.10
3248 error path C:\Users\Leungi5368\Documents\CS Education\Side Projects\TimeManagerElectron\TimeManagerElectron\node_modules\.staging\depd-c51a5acf
3249 error code EPERM
3250 error errno -4048
3251 error syscall rename
3252 error Error: EPERM: operation not permitted, rename 'C:\Users\Leungi5368\Documents\CS Education\Side Projects\TimeManagerElectron\TimeManagerElectron\node_modules\.staging\depd-c51a5acf' -&gt; 'C:\Users\Leungi5368\Documents\CS Education\Side Projects\TimeManagerElectron\TimeManagerElectron\node_modules\depd'
3252 error     at destStatted (C:\Program Files\nodejs\node_modules\npm\lib\install\action\finalize.js:25:7)
3252 error     at C:\Program Files\nodejs\node_modules\npm\node_modules\graceful-fs\polyfills.js:264:29
3252 error     at FSReqWrap.oncomplete (fs.js:123:15)
3252 error
3252 error Error: EPERM: operation not permitted, rename 'C:\Users\Leungi5368\Documents\CS Education\Side Projects\TimeManagerElectron\TimeManagerElectron\node_modules\.staging\depd-c51a5acf' -&gt; 'C:\Users\Leungi5368\Documents\CS Education\Side Projects\TimeManagerElectron\TimeManagerElectron\node_modules\depd'
3252 error     at Error (native)
3252 error  { Error: EPERM: operation not permitted, rename 'C:\Users\Leungi5368\Documents\CS Education\Side Projects\TimeManagerElectron\TimeManagerElectron\node_modules\.staging\depd-c51a5acf' -&gt; 'C:\Users\Leungi5368\Documents\CS Education\Side Projects\TimeManagerElectron\TimeManagerElectron\node_modules\depd'
3252 error     at destStatted (C:\Program Files\nodejs\node_modules\npm\lib\install\action\finalize.js:25:7)
3252 error     at C:\Program Files\nodejs\node_modules\npm\node_modules\graceful-fs\polyfills.js:264:29
3252 error     at FSReqWrap.oncomplete (fs.js:123:15)
3252 error
3252 error Error: EPERM: operation not permitted, rename 'C:\Users\Leungi5368\Documents\CS Education\Side Projects\TimeManagerElectron\TimeManagerElectron\node_modules\.staging\depd-c51a5acf' -&gt; 'C:\Users\Leungi5368\Documents\CS Education\Side Projects\TimeManagerElectron\TimeManagerElectron\node_modules\depd'
3252 error     at Error (native) parent: 'microtrack' }
3253 error Please try running this command again as root/Administrator.
3254 verbose exit [ -4048, true ]`
</code></pre>

<p>CONTEXT: I've been following along with Brad Traversy's NodeJS and Express database app series on YT in an attempt to learn some backend stuff to use in my side project and the command he used (listed above) works flawlessly.</p>

<p>Thanks in advance for any help/suggestions.</p>
",<node.js><express><npm><npm-install><npm-cli>,0.0,0,0,1
17091,17091,48072815,1,0,5536174,1.0,1.0,0.0,0.0,2018-01-03T07:13:44.743,0.0,2744.0,Npm install not working in windows after node upgrade,"<p>Last night I have upgraded my Node.JS and after that my npm install stopped working. I have uninstall Node and reinstalled it again but that is of no use. I am using Windows 8.1, Node - 8.9.4 and NPM - 3.3.12. Below is the error I am getting while running npm install.</p>

<pre><code>npm ERR! Windows_NT 6.3.9600
npm ERR! argv ""C:\\Program Files\\nodejs\\node.exe"" ""C:\\Users\\Subrata\\AppData
\\Roaming\\npm\\node_modules\\npm\\bin\\npm-cli.js"" ""install""
npm ERR! node v8.9.4
npm ERR! npm  v3.3.12
npm ERR! code MODULE_NOT_FOUND

npm ERR! Cannot find module 'internal/util/types'
npm ERR!
npm ERR! If you need help, you may report this error at:
npm ERR!     &lt;https://github.com/npm/npm/issues&gt;

npm ERR! Please include the following file with any support request:
npm ERR!     D:\1-NodeJSTest\CoreNodeJSTest\SimpleSessionTest\npm-debug.log
</code></pre>
",<javascript><node.js><express><npm-install><node-modules>,0.0,0,0,1
17096,17096,48078624,1,0,8055819,0.0,2.0,0.0,0.0,2018-01-03T13:42:46.580,0.0,36.0,Readin newly appended data only in javascript,"<p>I have a text file that gets appended with new data every 5 minutes. Is there any possible way using javascript that I can fetch only the data which is appended. Since data is appended at the end of the file and reading it again from starting is time-consuming. Is there any npm module which can read the file from the last line towards starting of data?</p>
",<javascript><node.js><express><npm><web-scraping>,0.0,0,0,1
17174,17174,48148599,1,0,4105895,1.0,5.0,0.0,0.0,2018-01-08T10:41:04.440,4.0,3327.0,Non deterministic behavior on dependencies - nodejs,"<p>I would solve a warning: when I run <code>yarn install</code> all dependencies are installed but I receive this warning:</p>

<blockquote>
  <p>warning Pattern [""esprima-fb@~3001.0001.0000-dev-harmony-fb""] is
  trying to unpack in the same destination
  ""/Users/Me/Library/Caches/Yarn/v1/npm-esprima-fb-3001.1.0-dev-harmony-fb-b77d37abcd38ea0b77426bb8bc2922ce6b426411""
  as pattern [""esprima-fb@~3001.1.0-dev-harmony-fb""]. This could result
  in a non deterministic behavior, skipping.</p>
</blockquote>

<p>If I delete node_modules folder and I run <code>yarn install</code> I don't receive the warning, when I re-execute <code>yarn install</code> I receive it again.
I suppose the problem is in yarn-lock file.</p>

<p><strong>package.json</strong></p>

<pre><code>{
  ""name"": ""n1"",
  ""version"": ""1.0.0"",
  ""description"": ""none "",
  ""author"": ""none"",
  ""main"": ""src/index.js"",
  ""private"": false,
  ""engines"": {
    ""node"": ""&gt;=7.6"",
    ""yarn"": ""*""
  },
  ""scripts"": {
    ""precommit"": ""yarn lint"",
    ""prestart"": ""yarn docs"",
    ""start"": ""cross-env NODE_ENV=production pm2 start ./src/index.js"",
    ""dev"": ""nodemon ./src/index.js"",
    ""lint"": ""eslint **/*.js --ignore-path .gitignore --ignore-pattern internals/scripts"",
    ""lint:fix"": ""yarn lint -- --fix"",
    ""lint:watch"": ""yarn lint -- --watch"",
    ""test"": ""cross-env NODE_ENV=test nyc --reporter=html --reporter=text mocha --timeout 20000 --recursive src/api/tests"",
    ""test:unit"": ""cross-env NODE_ENV=test mocha src/api/tests/unit"",
    ""test:integration"": ""cross-env NODE_ENV=test mocha --timeout 20000 src/api/tests/integration"",
    ""test:watch"": ""cross-env NODE_ENV=test mocha --watch src/api/tests/unit"",
    ""coverage"": ""nyc report --reporter=text-lcov | coveralls"",
    ""postcoverage"": ""opn coverage/lcov-report/index.html"",
    ""validate"": ""yarn lint &amp;&amp; yarn test"",
    ""postpublish"": ""git push --tags"",
    ""docs"": ""apidoc -i src -o docs"",
    ""postdocs"": ""opn docs/index.html""
  },
  ""dependencies"": {
    ""bcryptjs"": ""^2.4.3"",
    ""blubird"": ""^0.0.1-security"",
    ""bluebird"": ""^3.5.1"",
    ""body-parser"": ""^1.18.2"",
    ""chalk"": ""^2.3.0"",
    ""color"": ""^2.0.1"",
    ""compression"": ""^1.7.1"",
    ""cookie-parser"": ""^1.4.3"",
    ""cors"": ""^2.8.4"",
    ""cross-env"": ""^5.1.3"",
    ""dotenv-safe"": ""^4.0.4"",
    ""espree"": ""^3.5.2"",
    ""esprima"": ""^4.0.0"",
    ""express"": ""^4.16.2"",
    ""express-validation"": ""^1.0.2"",
    ""express-winston"": ""^2.4.0"",
    ""helmet"": ""^3.9.0"",
    ""http-status"": ""^1.0.1"",
    ""joi"": ""^10.6.0"",
    ""jwt-simple"": ""^0.5.1"",
    ""lodash"": ""^4.17.4"",
    ""method-override"": ""^2.3.10"",
    ""moment"": ""^2.20.1"",
    ""moment-timezone"": ""^0.5.14"",
    ""mongoose"": ""^4.13.7"",
    ""morgan"": ""^1.9.0"",
    ""morgan-body"": ""^2.0.2"",
    ""mysql"": ""^2.15.0"",
    ""mysql2"": ""^1.5.1"",
    ""nedb"": ""^1.8.0"",
    ""node-geocoder"": ""^3.21.1"",
    ""only"": ""0.0.2"",
    ""passport"": ""^0.4.0"",
    ""passport-jwt"": ""^3.0.1"",
    ""pm2"": ""^2.9.1"",
    ""readline-sync"": ""^1.4.7"",
    ""request-promise"": ""^4.2.2"",
    ""sequelize"": ""^4.28.6"",
    ""serve-favicon"": ""^2.4.5"",
    ""winston"": ""^2.4.0"",
    ""yarn"": ""^1.3.2""
  },
  ""devDependencies"": {
    ""apidoc"": ""^0.17.5"",
    ""chai"": ""^4.1.2"",
    ""chai-as-promised"": ""^7.1.1"",
    ""coveralls"": ""^2.13.1"",
    ""eslint"": ""^4.13.1"",
    ""eslint-config-airbnb-base"": ""^12.1.0"",
    ""eslint-plugin-import"": ""^2.8.0"",
    ""husky"": ""^0.14.3"",
    ""mocha"": ""^3.5.3"",
    ""nodemon"": ""^1.14.1"",
    ""nyc"": ""^11.4.1"",
    ""opn-cli"": ""^3.1.0"",
    ""sinon"": ""^3.3.0"",
    ""sinon-chai"": ""^2.14.0"",
    ""supertest"": ""^3.0.0""
  },
  ""license"": ""MIT""
}
</code></pre>

<p><strong>yarn-lock</strong>
<a href=""https://pastebin.com/vTrLHWff"" rel=""nofollow noreferrer"">https://pastebin.com/vTrLHWff</a></p>
",<javascript><node.js><express><npm><yarnpkg>,0.0,0,0,1
17264,17264,48223149,1,0,7405525,1.0,1.0,0.0,0.0,2018-01-12T09:27:46.747,1.0,281.0,passport.use method not calling in node js using passport-local strategy,"<p>When calling login and submit form the <strong>use.authenticate()</strong> method is not executing and also not showing any error message.</p>

<p><strong>Server.js</strong> file:</p>

<pre><code>const passport=require('passport');
const Strategy=require('passport-local').Strategy;

passport.use(new Strategy(
    function (username,password,done) {
        User.findOne({username:username,password:password},(err,res)=&gt;{
            if(err)throw err;
            displayName=username;
            console.log(res);
            return done(null,res);
        })
    }
));

passport.serializeUser((user,done)=&gt;{
    done(null,user);
});

passport.deserializeUser((user,done)=&gt;{
    done(null,user);
});

app.post('/login',
    passport.authenticate('local',{
            failureRedirect:'/loginForm',
            successRedirect:'/'
        }
));
</code></pre>

<p><strong>login.hbs</strong> file:</p>

<pre><code>&lt;article class=""article""&gt;
    &lt;h1&gt;login&lt;/h1&gt;
    &lt;form action=""/login"" method=""post""&gt;
        Username&lt;input type=""text"" name=""username""&gt;&lt;br&gt;
        Password&lt;input type=""password"" name=""password""&gt;&lt;br&gt;
        &lt;input type=""submit"" value=""Login""&gt;
    &lt;/form&gt;
&lt;/article&gt;
</code></pre>
",<javascript><node.js><express><npm><passport.js>,0.0,0,0,1
17362,17362,48317590,1,0,8077065,1.0,0.0,0.0,0.0,2018-01-18T09:17:24.377,1.0,42.0,"npm package installation error (express, ember)","<p>I've been trying to install ember and express in my windows 8.1 for learning. I face the similar error in both packages ember and express while using the following command.</p>

<p><code>npm install -g express-generator</code></p>

<p>I have attached the cmd error page for better understanding of the error. I am new to express and ember, just now starting to learn please help me out.
thanks.<a href=""https://i.stack.imgur.com/XZeIv.jpg"" rel=""nofollow noreferrer"">image here</a></p>
",<express><npm-install>,0.0,0,0,1
17371,17371,48322397,1,0,2743774,2.0,6.0,0.0,0.0,2018-01-18T13:21:47.513,7.0,3508.0,root password using Nodejs mscdex/ssh2,"<p>I'm trying to login as root on a remote linux machine using <a href=""https://github.com/mscdex/ssh2"" rel=""noreferrer"">mscdex/ssh2</a>, the steps I'm trying to achieve are :</p>

<ol>
<li>connect via ssh to the remot machine</li>
<li>execute command as root user</li>
</ol>

<p>but I'm failing in the second part, I can't get to put the password right, here is my code.</p>

<pre><code>  conn.on('ready', function() {
    conn.exec('sudo -s ls /', { pty: true }, (err, stream) =&gt; {
      if (err) {
       res.send(err);
      }

      stream.on('exit', (code, signal) =&gt; {
       console.log(`Stream :: close :: code: ${code}, signal: ${signal}`);
      });

      stream.on('data', data =&gt; {

        // here it's where supposedly the password should be given
        stream.write('r00tpa$$word' + '\n');
        console.log(data);
      });

    });
  }).connect({
    host: '192.168.100.100',
    username: 'fakeAdmin',
    password: 'fakePassword'
  });
</code></pre>

<p>I already have the pty option set to true, but I'm only getting error messages on the promt.</p>

<p><strong>Update :</strong> </p>

<p>here is my new code snippet : </p>

<pre><code>const Client = require('ssh2').Client;
const conn = new Client();

const encode = 'utf8';

conn.on('ready', () =&gt; {
  conn.shell(false, { pty: true }, (err, stream) =&gt; {
    if (err) { console.log(err) }

    stream.on('data', (data) =&gt; {
      process.stdout.write(data.toString(encode));
    });

    stream.write('ls -a\n');
    stream.write('uptime\n');
    stream.write('su\n'); // here nothing seems to happen
    stream.write('rootPassword\n'); // here also
    stream.write('cd /tmp &amp;&amp; ls\n');
  });
})
.connect({
  host: ""192.168.100.100"",
  username: ""username"",
  password: ""usernamePassword""
});
</code></pre>

<p>I've managed to perform the several commands part in  a much cleaner way, I even raised an issue on the library github page <a href=""https://github.com/mscdex/ssh2/issues/661"" rel=""noreferrer"">.shell command ""su"" loses interaction</a> , but now what it's happening it's kinda weird, I can run as many commands as I what, but when I run a ""su"" command nothing seems to happen, does somebody step into this before?, or what I'm I doing wrong ?
Sorry if I couldn't explain myself right.</p>

<p>Regards.</p>
",<node.js><express><npm>,0.0,0,0,1
17411,17411,48362873,1,48362884,3285168,1.0,0.0,0.0,0.0,2018-01-21T01:37:57.123,0.0,951.0,Seeding mongodb using node error,"<p>nodejs, express, mongoose project
trying to seed the database
mongo acivated but I get the error when I run the following:</p>

<p>$ node product-seeder.js</p>

<p>(node:2810) UnhandledPromiseRejectionWarning: Error: Invalid schema, expected <code>mongodb</code> or <code>mongodb+srv</code></p>

<pre><code>at module.exports (/Users/MXD/Sites/adx/hosted/ShoppingCartwithNodeJSExpressAuthentic/shopping-cart/node_modules/mongodb/lib/url_parser.js:15:21)
at Promise (/Users/MXD/Sites/adx/hosted/ShoppingCartwithNodeJSExpressAuthentic/shopping-cart/node_modules/mongoose/lib/connection.js:330:5)
at new Promise (&lt;anonymous&gt;)
at NativeConnection.Connection.openUri (/Users/MXD/Sites/adx/hosted/ShoppingCartwithNodeJSExpressAuthentic/shopping-cart/node_modules/mongoose/lib/connection.js:329:17)
at Mongoose.connect (/Users/MXD/Sites/adx/hosted/ShoppingCartwithNodeJSExpressAuthentic/shopping-cart/node_modules/mongoose/lib/index.js:206:15)
at Object.&lt;anonymous&gt; (/Users/MXD/Sites/adx/hosted/ShoppingCartwithNodeJSExpressAuthentic/shopping-cart/seed/product-seeder.js:5:10)
at Module._compile (module.js:660:30)
at Object.Module._extensions..js (module.js:671:10)
at Module.load (module.js:573:32)
at tryModuleLoad (module.js:513:12)
at Function.Module._load (module.js:505:3)
at Function.Module.runMain (module.js:701:10)
at startup (bootstrap_node.js:193:16)
at bootstrap_node.js:617:3
</code></pre>

<p>product-seeder.js</p>

<pre><code>var Product = require('../models/product');

var mongoose = require('mongoose');

mongoose.connect('localhost:27017/shopping');

var products = [
    new Product({
      imagePath: 'images/black_tee_flagship_p_symbol_right_340x380.png',
      title: 'Black Tee White P',
      description: 'P on chest [white], symbols on sleeve',
      price: 28
    }),
    new Product({
      imagePath: 'images/white_tee_purple_eye_pocket_340x380.png',
      title: 'White Tee Purple Eye',
      description: 'Embroidered Purple Eye',
      price: 28
    }),
    new Product({
      imagePath: 'images/black_tee_gold_dual_p_center_340x380.png',
      title: 'Black Tee Gold 2Ps',
      description: 'Black Tee 2Ps on Chest [gold]',
      price: 28
    }),
    new Product({
      imagePath: 'images/white_tee_p_symbol_popular_text_340x380.png',
      title: 'White Tee Purple P',
      description: 'P Logo + POPULAR underneath',
      price: 28
    }),
    new Product({
      imagePath: 'images/black_tee_blue_dual_p_symbol_right_dual_p_left_340x380.png',
      title: 'Black Tee Blue 2Ps',
      description: '2Ps on chest, symbols + 2ps on sleeve',
      price: 28
    }),
    new Product({
      imagePath: 'images/white_tee_popular_blackboxed_center_340x380.png',
      title: 'White Tee POPULAR',
      description: 'POPULAR on chest [white on black]',
      price: 28
    })
];

var done = 0;

for (var i = 0; i &lt; products.length; i++) {
    products[i].save(function(err, result) {
        done++;
        if (done === products.length) {
            exit();
        }
    });
}

function exit() {
    mongoose.disconnect();
}
</code></pre>
",<node.js><mongodb><express><mongoose><npm>,0.0,0,0,1
17466,17466,48427077,1,48427092,9262900,1.0,1.0,0.0,0.0,2018-01-24T16:18:35.623,5.0,14176.0,Nodejs : ReferenceError: express is not defined,"<p>I begin to use Nodejs to create web servers, and for this, I use express module. Then, I intalled it with command : ""sudo npm install -g express"".
But after lanched the program, this error occured : </p>

<blockquote>
  <p>""ReferenceError: express is not defined
      at Object. (/home/louis/Documents/Programming/Web/Nodejs/Test/server.js:1:85)
      at Module._compile (module.js:643:30)
      at Object.Module._extensions..js (module.js:654:10)
      at Module.load (module.js:556:32)
      at tryModuleLoad (module.js:499:12)
      at Function.Module._load (module.js:491:3)
      at Function.Module.runMain (module.js:684:10)
      at startup (bootstrap_node.js:187:16)
      at bootstrap_node.js:608:3 ""</p>
</blockquote>

<p>I decided to install it localy but in vain...</p>

<p>Here is the code I use : </p>

<pre><code>let express = require(express);
let app = express();

console.log(""Hello world !"");

app.listen(80);
</code></pre>

<p>Thanks</p>
",<javascript><node.js><express><npm><server>,1.0,0,0,1
17530,17530,48474293,1,48474325,3876861,1.0,1.0,0.0,0.0,2018-01-27T09:11:55.240,0.0,208.0,"How to open port in ExpressJS, unable to run the port?","<p><strong>Here is my code.</strong> </p>

<pre><code>var express = require('express');
var bodyParser = require('body-parser');
var path = require('path');


var app = express();

app.listen(9000, function() {
    console.log('Hello World');
});
</code></pre>

<p>Dependencies are also added.</p>

<pre><code>""dependencies"": {
    ""express"": ""*"",
    ""body-parser"": ""*"",
  },
</code></pre>

<p>While running node app it should run the port, so I can open it witih browser, instead of showing the result in the command like, ref to Screen Shoot.
<a href=""https://i.stack.imgur.com/pAtrY.png"" rel=""nofollow noreferrer"">Terminal Screen Shoot</a></p>
",<node.js><express><npm>,0.0,0,0,1
